Year,Indicator Name,Indicator Code,Value
2001,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,3.92E+12
2000,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,3.56E+12
1999,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,2.74E+12
1998,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,2.48E+12
1997,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,2.23E+12
1996,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,1.93E+12
1995,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,1.67E+12
1994,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,1.40E+12
1993,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,1.19E+12
1992,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,1.07E+12
1991,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,9.04E+11
1990,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,7.60E+11
1989,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,6.83E+11
1988,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,6.01E+11
1987,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,5.15E+11
1986,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,4.66E+11
1985,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,4.25E+11
1984,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,3.74E+11
1983,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,3.28E+11
1982,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,2.92E+11
1981,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,2.48E+11
1980,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,2.11E+11
1979,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,1.78E+11
1978,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,1.60E+11
1977,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,1.36E+11
1976,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,1.21E+11
1975,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,1.05E+11
1974,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,80440999900
1973,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,60794998800
1972,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,49168998400
1971,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,45702000600
1970,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,43344998400
1969,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,37549998100
1968,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,35154001900
1967,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,32205000700
1966,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,28521001000
1965,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,25948999700
1964,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,22812002300
1963,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,20322000900
1962,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,18960001000
1961,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,18169002000
1960,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,16682999800
2018,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,2.39E+11
2017,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,2.26E+11
2016,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,2.15E+11
2015,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,2.05E+11
2014,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,1.97E+11
2013,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,1.90E+11
2012,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,1.83E+11
2011,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,1.76E+11
2010,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,1.70E+11
2009,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,1.66E+11
2008,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,1.65E+11
2007,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,1.57E+11
2006,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,1.49E+11
2005,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,1.41E+11
2004,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,1.29E+11
2003,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,1.20E+11
2002,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,1.15E+11
2001,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,1.11E+11
2000,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,1.09E+11
1999,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,1.05E+11
1998,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,1.01E+11
1997,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,97500468782
1996,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,95868132718
1995,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,89933343508
1994,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,85600288262
1993,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,82017320693
1992,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,80332860179
1991,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,74679879294
1990,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,71037890769
1989,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,67921189391
1988,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,64805154691
1987,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,60886402981
1986,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,57542706539
1985,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,54100303413
1984,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,49766575917
1983,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,47864873082
1982,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,44822153509
1981,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,41671145844
1980,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,39163973284
1979,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,36490261484
1978,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,34578845207
1977,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,32097410531
1976,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,31210210580
1975,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,30226872067
1974,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,29098190218
1973,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,27080037427
1972,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,25355599296
1971,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,24781038917
1970,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,24478997296
1969,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,22296576255
1968,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,20937767455
1967,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,19606967528
1966,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,19020295204
1965,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,17683439306
1964,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,16140229483
1963,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,15164849297
1962,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,13930551017
1961,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,13347888580
1960,Gross value added at basic prices (GVA) (constant 2010 US$),NY.GDP.FCST.KD,12717071976
2018,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,1.24E+13
2017,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,1.17E+13
2016,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,1.11E+13
2015,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,1.06E+13
2014,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,1.02E+13
2013,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,9.82E+12
2012,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,9.47E+12
2011,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,9.12E+12
2010,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,8.80E+12
2009,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,8.58E+12
2008,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,8.55E+12
2007,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,8.14E+12
2006,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,7.72E+12
2005,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,7.29E+12
2004,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,6.69E+12
2003,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,6.23E+12
2002,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,5.95E+12
2001,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,5.77E+12
2000,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,5.65E+12
1999,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,5.44E+12
1998,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,5.22E+12
1997,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,5.05E+12
1996,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,4.96E+12
1995,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,4.66E+12
1994,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,4.43E+12
1993,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,4.25E+12
1992,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,4.16E+12
1991,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,3.87E+12
1990,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,3.68E+12
1989,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,3.52E+12
1988,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,3.35E+12
1987,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,3.15E+12
1986,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,2.98E+12
1985,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,2.80E+12
1984,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,2.58E+12
1983,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,2.48E+12
1982,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,2.32E+12
1981,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,2.16E+12
1980,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,2.03E+12
1979,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,1.89E+12
1978,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,1.79E+12
1977,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,1.66E+12
1976,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,1.62E+12
1975,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,1.56E+12
1974,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,1.51E+12
1973,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,1.40E+12
1972,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,1.31E+12
1971,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,1.28E+12
1970,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,1.27E+12
1969,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,1.15E+12
1968,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,1.08E+12
1967,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,1.01E+12
1966,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,9.85E+11
1965,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,9.15E+11
1964,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,8.35E+11
1963,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,7.85E+11
1962,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,7.21E+11
1961,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,6.91E+11
1960,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,6.58E+11
2018,GDP (current US$),NY.GDP.MKTP.CD,3.13E+11
2017,GDP (current US$),NY.GDP.MKTP.CD,3.05E+11
2016,GDP (current US$),NY.GDP.MKTP.CD,2.79E+11
2015,GDP (current US$),NY.GDP.MKTP.CD,2.71E+11
2014,GDP (current US$),NY.GDP.MKTP.CD,2.44E+11
2013,GDP (current US$),NY.GDP.MKTP.CD,2.31E+11
2012,GDP (current US$),NY.GDP.MKTP.CD,2.24E+11
2011,GDP (current US$),NY.GDP.MKTP.CD,2.14E+11
2010,GDP (current US$),NY.GDP.MKTP.CD,1.77E+11
2009,GDP (current US$),NY.GDP.MKTP.CD,1.68E+11
2008,GDP (current US$),NY.GDP.MKTP.CD,1.70E+11
2007,GDP (current US$),NY.GDP.MKTP.CD,1.52E+11
2006,GDP (current US$),NY.GDP.MKTP.CD,1.37E+11
2005,GDP (current US$),NY.GDP.MKTP.CD,1.10E+11
2004,GDP (current US$),NY.GDP.MKTP.CD,97977766198
2003,GDP (current US$),NY.GDP.MKTP.CD,83244801093
2002,GDP (current US$),NY.GDP.MKTP.CD,72306820396
2001,GDP (current US$),NY.GDP.MKTP.CD,72309738921
2000,GDP (current US$),NY.GDP.MKTP.CD,73952374970
1999,GDP (current US$),NY.GDP.MKTP.CD,62973855719
1998,GDP (current US$),NY.GDP.MKTP.CD,62191955814
1997,GDP (current US$),NY.GDP.MKTP.CD,62433300338
1996,GDP (current US$),NY.GDP.MKTP.CD,63320122807
1995,GDP (current US$),NY.GDP.MKTP.CD,60636022423
1994,GDP (current US$),NY.GDP.MKTP.CD,51894781282
1993,GDP (current US$),NY.GDP.MKTP.CD,51478304860
1992,GDP (current US$),NY.GDP.MKTP.CD,48635176853
1991,GDP (current US$),NY.GDP.MKTP.CD,45451960732
1990,GDP (current US$),NY.GDP.MKTP.CD,40010424929
1989,GDP (current US$),NY.GDP.MKTP.CD,40171019643
1988,GDP (current US$),NY.GDP.MKTP.CD,38472741737
1987,GDP (current US$),NY.GDP.MKTP.CD,33351528115
1986,GDP (current US$),NY.GDP.MKTP.CD,31899071054
1985,GDP (current US$),NY.GDP.MKTP.CD,31144920554
1984,GDP (current US$),NY.GDP.MKTP.CD,31151824659
1983,GDP (current US$),NY.GDP.MKTP.CD,28691890433
1982,GDP (current US$),NY.GDP.MKTP.CD,30725972787
1981,GDP (current US$),NY.GDP.MKTP.CD,28100605515
1980,GDP (current US$),NY.GDP.MKTP.CD,23689696768
1979,GDP (current US$),NY.GDP.MKTP.CD,19707979303
1978,GDP (current US$),NY.GDP.MKTP.CD,17820100626
1977,GDP (current US$),NY.GDP.MKTP.CD,15126059646
1976,GDP (current US$),NY.GDP.MKTP.CD,13338484980
1975,GDP (current US$),NY.GDP.MKTP.CD,11340000242
1974,GDP (current US$),NY.GDP.MKTP.CD,8773030424
1973,GDP (current US$),NY.GDP.MKTP.CD,6324884129
1972,GDP (current US$),NY.GDP.MKTP.CD,9309109764
1971,GDP (current US$),NY.GDP.MKTP.CD,10602058190
1970,GDP (current US$),NY.GDP.MKTP.CD,10027088849
1969,GDP (current US$),NY.GDP.MKTP.CD,8632927257
1968,GDP (current US$),NY.GDP.MKTP.CD,8090088555
1967,GDP (current US$),NY.GDP.MKTP.CD,7403821903
1966,GDP (current US$),NY.GDP.MKTP.CD,6466610752
1965,GDP (current US$),NY.GDP.MKTP.CD,5884712096
1964,GDP (current US$),NY.GDP.MKTP.CD,5130407728
1963,GDP (current US$),NY.GDP.MKTP.CD,4540529105
1962,GDP (current US$),NY.GDP.MKTP.CD,4233095590
1961,GDP (current US$),NY.GDP.MKTP.CD,4054599181
1960,GDP (current US$),NY.GDP.MKTP.CD,3707055901
2018,GDP (current LCU),NY.GDP.MKTP.CN,3.44E+13
2017,GDP (current LCU),NY.GDP.MKTP.CN,3.20E+13
2016,GDP (current LCU),NY.GDP.MKTP.CN,2.91E+13
2015,GDP (current LCU),NY.GDP.MKTP.CN,2.74E+13
2014,GDP (current LCU),NY.GDP.MKTP.CN,2.52E+13
2013,GDP (current LCU),NY.GDP.MKTP.CN,2.24E+13
2012,GDP (current LCU),NY.GDP.MKTP.CN,2.00E+13
2011,GDP (current LCU),NY.GDP.MKTP.CN,1.83E+13
2010,GDP (current LCU),NY.GDP.MKTP.CN,1.49E+13
2009,GDP (current LCU),NY.GDP.MKTP.CN,1.32E+13
2008,GDP (current LCU),NY.GDP.MKTP.CN,1.06E+13
2007,GDP (current LCU),NY.GDP.MKTP.CN,9.24E+12
2006,GDP (current LCU),NY.GDP.MKTP.CN,8.22E+12
2005,GDP (current LCU),NY.GDP.MKTP.CN,6.50E+12
2004,GDP (current LCU),NY.GDP.MKTP.CN,5.64E+12
2003,GDP (current LCU),NY.GDP.MKTP.CN,4.88E+12
2002,GDP (current LCU),NY.GDP.MKTP.CN,4.45E+12
2001,GDP (current LCU),NY.GDP.MKTP.CN,4.21E+12
2000,GDP (current LCU),NY.GDP.MKTP.CN,3.83E+12
1999,GDP (current LCU),NY.GDP.MKTP.CN,2.94E+12
1998,GDP (current LCU),NY.GDP.MKTP.CN,2.68E+12
1997,GDP (current LCU),NY.GDP.MKTP.CN,2.43E+12
1996,GDP (current LCU),NY.GDP.MKTP.CN,2.12E+12
1995,GDP (current LCU),NY.GDP.MKTP.CN,1.87E+12
1994,GDP (current LCU),NY.GDP.MKTP.CN,1.56E+12
1993,GDP (current LCU),NY.GDP.MKTP.CN,1.33E+12
1992,GDP (current LCU),NY.GDP.MKTP.CN,1.21E+12
1991,GDP (current LCU),NY.GDP.MKTP.CN,1.02E+12
1990,GDP (current LCU),NY.GDP.MKTP.CN,8.56E+11
1989,GDP (current LCU),NY.GDP.MKTP.CN,7.70E+11
1988,GDP (current LCU),NY.GDP.MKTP.CN,6.75E+11
1987,GDP (current LCU),NY.GDP.MKTP.CN,5.72E+11
1986,GDP (current LCU),NY.GDP.MKTP.CN,5.15E+11
1985,GDP (current LCU),NY.GDP.MKTP.CN,4.72E+11
1984,GDP (current LCU),NY.GDP.MKTP.CN,4.20E+11
1983,GDP (current LCU),NY.GDP.MKTP.CN,3.64E+11
1982,GDP (current LCU),NY.GDP.MKTP.CN,3.24E+11
1981,GDP (current LCU),NY.GDP.MKTP.CN,2.78E+11
1980,GDP (current LCU),NY.GDP.MKTP.CN,2.35E+11
1979,GDP (current LCU),NY.GDP.MKTP.CN,1.95E+11
1978,GDP (current LCU),NY.GDP.MKTP.CN,1.76E+11
1977,GDP (current LCU),NY.GDP.MKTP.CN,1.50E+11
1976,GDP (current LCU),NY.GDP.MKTP.CN,1.32E+11
1975,GDP (current LCU),NY.GDP.MKTP.CN,1.12E+11
1974,GDP (current LCU),NY.GDP.MKTP.CN,86853001200
1973,GDP (current LCU),NY.GDP.MKTP.CN,66872999900
1972,GDP (current LCU),NY.GDP.MKTP.CN,54058000400
1971,GDP (current LCU),NY.GDP.MKTP.CN,50487001100
1970,GDP (current LCU),NY.GDP.MKTP.CN,47748997100
1969,GDP (current LCU),NY.GDP.MKTP.CN,41109999600
1968,GDP (current LCU),NY.GDP.MKTP.CN,38525001700
1967,GDP (current LCU),NY.GDP.MKTP.CN,35256999900
1966,GDP (current LCU),NY.GDP.MKTP.CN,30794000400
1965,GDP (current LCU),NY.GDP.MKTP.CN,28022999000
1964,GDP (current LCU),NY.GDP.MKTP.CN,24431001600
1963,GDP (current LCU),NY.GDP.MKTP.CN,21621999600
1962,GDP (current LCU),NY.GDP.MKTP.CN,20158001200
1961,GDP (current LCU),NY.GDP.MKTP.CN,19308001300
1960,GDP (current LCU),NY.GDP.MKTP.CN,17653000200
2018,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,3.44E+13
2017,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,3.20E+13
2016,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,2.91E+13
2015,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,2.74E+13
2014,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,2.52E+13
2013,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,2.24E+13
2012,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,2.00E+13
2011,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,1.83E+13
2010,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,1.49E+13
2009,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,1.32E+13
2008,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,1.06E+13
2007,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,9.24E+12
2006,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,8.22E+12
2005,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,7.01E+12
2004,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,6.08E+12
2003,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,5.25E+12
2002,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,4.80E+12
2001,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,4.54E+12
2000,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,4.12E+12
1999,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,3.81E+12
1998,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,3.47E+12
1997,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,3.15E+12
1996,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,2.75E+12
1995,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,2.42E+12
1994,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,2.03E+12
1993,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,1.73E+12
1992,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,1.56E+12
1991,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,1.32E+12
1990,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,1.11E+12
1989,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,9.99E+11
2018,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2.54E+11
2017,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2.41E+11
2016,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2.28E+11
2015,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2.16E+11
2014,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2.06E+11
2013,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.97E+11
2012,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.89E+11
2011,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.82E+11
2010,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.77E+11
2009,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.75E+11
2008,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.70E+11
2007,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.67E+11
2006,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.59E+11
2005,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.50E+11
2004,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.39E+11
2003,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.30E+11
2002,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.24E+11
2001,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.20E+11
2000,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.18E+11
1999,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.13E+11
1998,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.09E+11
1997,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.06E+11
1996,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.05E+11
1995,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.00E+11
1994,GDP (constant 2010 US$),NY.GDP.MKTP.KD,95412089508
1993,GDP (constant 2010 US$),NY.GDP.MKTP.KD,91974615908
1992,GDP (constant 2010 US$),NY.GDP.MKTP.KD,90385860526
1991,GDP (constant 2010 US$),NY.GDP.MKTP.KD,83919137534
1990,GDP (constant 2010 US$),NY.GDP.MKTP.KD,79876151981
1989,GDP (constant 2010 US$),NY.GDP.MKTP.KD,76466812750
1988,GDP (constant 2010 US$),NY.GDP.MKTP.KD,72853449999
1987,GDP (constant 2010 US$),NY.GDP.MKTP.KD,67691764263
1986,GDP (constant 2010 US$),NY.GDP.MKTP.KD,63588796958
1985,GDP (constant 2010 US$),NY.GDP.MKTP.KD,60272796444
1984,GDP (constant 2010 US$),NY.GDP.MKTP.KD,56019715397
1983,GDP (constant 2010 US$),NY.GDP.MKTP.KD,53318998497
1982,GDP (constant 2010 US$),NY.GDP.MKTP.KD,49934265088
1981,GDP (constant 2010 US$),NY.GDP.MKTP.KD,46870136126
1980,GDP (constant 2010 US$),NY.GDP.MKTP.KD,43430137607
1979,GDP (constant 2010 US$),NY.GDP.MKTP.KD,39404672852
1978,GDP (constant 2010 US$),NY.GDP.MKTP.KD,37977319758
